,age,default,housing,loan,duration,campaign,previous,deposit
5853,30,no,no,no,295,1,3,0
5854,51,no,no,no,79,2,0,0
5855,37,no,yes,no,141,2,0,0
5856,37,no,yes,no,166,2,0,0
5857,45,no,yes,no,29,4,0,0
5858,37,no,no,no,157,1,0,0
5859,48,no,no,no,448,1,0,0
5860,42,no,yes,no,70,1,0,0
5861,49,no,no,no,229,5,0,0
5862,36,no,yes,no,160,2,3,0
5863,54,no,yes,no,238,8,0,0
5864,52,no,yes,no,238,3,2,0
5865,30,no,no,no,102,6,0,0
5866,37,no,no,no,74,2,0,0
5867,31,no,no,no,52,1,0,0
5868,26,no,yes,no,60,3,0,0
5869,51,no,yes,no,186,1,0,0
5870,34,no,yes,yes,29,1,0,0
5871,26,no,no,yes,57,3,0,0
5872,32,no,yes,yes,107,2,0,0
5873,38,no,no,no,280,1,1,0
5874,52,no,yes,yes,139,2,7,0
5875,44,no,yes,no,72,3,0,0
5876,31,no,yes,no,216,1,0,0
5877,38,no,no,no,132,2,0,0
5878,32,no,yes,no,132,2,0,0
5879,41,no,yes,no,88,1,0,0
5880,48,no,yes,yes,40,1,0,0
5881,29,no,yes,no,188,2,0,0
5882,41,no,yes,no,161,1,0,0
5883,49,no,yes,no,68,3,0,0
5884,40,no,no,yes,47,4,0,0
5885,27,no,yes,no,196,3,0,0
5886,45,no,yes,no,133,1,0,0
5887,48,no,yes,yes,139,1,0,0
5888,31,no,no,no,174,3,0,0
5889,45,no,no,no,104,3,0,0
5890,43,no,no,no,121,2,0,0
5891,31,no,yes,no,211,1,0,0
5892,37,no,no,no,315,1,1,0
5893,38,no,no,no,256,3,0,0
5894,29,no,no,yes,49,3,4,0
5895,28,no,yes,no,361,2,0,0
5896,55,no,no,no,398,2,0,0
5897,27,no,yes,no,336,1,1,0
5898,43,no,no,no,358,3,0,0
5899,29,no,no,no,101,1,5,0
5900,52,no,no,yes,98,4,0,0
5901,33,no,no,no,114,2,0,0
5902,27,no,no,no,101,3,0,0
5903,27,no,no,no,161,1,0,0
5904,31,no,no,no,392,6,0,0
5905,31,no,yes,no,285,1,0,0
5906,45,no,no,no,64,2,0,0
5907,34,no,no,no,195,6,0,0
5908,48,no,no,no,290,2,0,0
5909,47,no,yes,no,41,1,4,0
5910,49,no,no,no,283,1,0,0
5911,55,no,no,no,113,3,0,0
5912,51,no,yes,no,99,1,0,0
5913,37,no,yes,no,116,2,1,0
5914,33,yes,no,no,239,2,0,0
5915,33,no,yes,no,195,1,0,0
5916,29,no,yes,no,338,1,0,0
5917,57,no,no,no,97,1,0,0
5918,60,no,no,no,1386,1,0,0
5919,51,no,no,no,97,5,0,0
5920,45,no,no,no,99,2,0,0
5921,45,no,no,no,76,4,0,0
5922,39,no,yes,yes,517,1,1,0
5923,25,no,yes,no,456,1,0,0
5924,47,no,yes,no,635,3,2,0
5925,34,no,yes,yes,126,1,2,0
5926,40,no,yes,yes,148,2,0,0
5927,48,no,yes,no,12,5,0,0
5928,39,no,yes,no,58,1,0,0
5929,38,no,yes,no,62,4,0,0
5930,32,no,yes,no,120,6,0,0
5931,27,no,yes,yes,13,3,0,0
5932,47,no,yes,yes,661,4,1,0
5933,40,no,no,no,200,3,2,0
5934,41,no,no,no,36,3,0,0
5935,40,no,yes,yes,76,2,0,0
5936,39,no,yes,yes,1426,2,6,0
5937,45,no,yes,no,92,1,1,0
5938,31,no,yes,no,148,1,0,0
5939,27,no,no,yes,177,1,0,0
5940,56,no,yes,no,47,2,0,0
5941,39,no,yes,no,279,1,2,0
5942,52,no,yes,no,48,1,0,0
5943,58,no,yes,no,174,5,0,0
5944,48,no,no,no,73,4,0,0
5945,33,no,no,no,185,1,0,0
5946,38,no,yes,no,373,4,0,0
5947,42,no,no,no,31,8,0,0
5948,36,no,yes,no,155,2,0,0
5949,35,no,yes,no,318,1,0,0
5950,45,no,no,no,87,4,0,0
5951,51,no,no,no,21,2,0,0
5952,43,no,yes,no,152,3,0,0
5953,45,no,no,no,376,4,0,0
5954,30,no,no,yes,136,3,1,0
5955,40,no,no,no,61,4,0,0
5956,56,no,yes,no,432,1,0,0
5957,48,no,yes,no,72,3,0,0
5958,32,no,no,no,197,3,0,0
5959,47,no,yes,no,58,3,3,0
5960,30,no,no,yes,130,10,0,0
5961,37,no,yes,no,93,3,0,0
5962,52,no,yes,no,243,1,0,0
5963,49,no,no,no,191,2,0,0
5964,53,no,yes,no,509,2,0,0
5965,53,no,yes,no,307,1,0,0
5966,34,no,yes,no,175,3,0,0
5967,40,no,yes,no,359,1,0,0
5968,39,no,yes,no,15,1,0,0
5969,33,no,yes,no,56,1,1,0
5970,41,no,yes,no,161,1,0,0
5971,31,no,yes,no,153,1,0,0
5972,45,no,yes,yes,173,1,1,0
5973,23,no,yes,no,56,1,0,0
5974,51,no,no,no,112,2,0,0
5975,34,no,yes,no,191,1,1,0
5976,36,no,yes,no,145,2,0,0
5977,42,no,yes,no,149,3,0,0
5978,33,no,yes,yes,122,10,0,0
5979,46,no,yes,no,122,7,0,0
5980,37,no,yes,no,234,1,2,0
5981,33,no,yes,no,1169,4,0,0
5982,30,no,yes,no,180,2,1,0
5983,53,no,yes,no,343,4,0,0
5984,46,no,no,no,38,6,0,0
5985,35,no,yes,yes,236,3,0,0
5986,36,no,yes,no,25,1,0,0
5987,46,no,yes,yes,87,3,0,0
5988,31,no,no,yes,251,2,0,0
5989,52,no,yes,no,113,1,0,0
5990,48,no,yes,yes,533,3,0,0
5991,45,no,no,no,98,2,0,0
5992,36,no,no,no,317,1,0,0
5993,53,no,yes,no,267,2,0,0
5994,35,no,yes,no,216,2,0,0
5995,44,no,yes,no,457,5,0,0
5996,38,no,yes,no,50,2,0,0
5997,44,no,no,yes,46,2,0,0
5998,51,no,yes,no,133,2,5,0
5999,32,no,yes,yes,138,1,1,0
6000,59,no,yes,no,574,2,0,0
6001,31,no,no,yes,224,2,0,0
6002,52,no,no,no,115,4,0,0
6003,26,no,yes,yes,262,2,0,0
6004,40,no,no,no,255,1,0,0
6005,35,no,yes,no,338,4,0,0
6006,54,no,yes,no,137,3,0,0
6007,36,no,no,no,99,3,0,0
6008,45,no,yes,yes,260,1,0,0
6009,29,no,no,no,93,1,0,0
6010,49,no,yes,no,169,3,0,0
6011,52,no,yes,no,150,1,0,0
6012,52,no,no,no,90,2,0,0
6013,47,no,no,yes,127,2,8,0
6014,33,no,yes,no,109,1,0,0
6015,30,no,yes,no,127,4,6,0
6016,52,no,yes,no,559,1,2,0
6017,54,no,yes,no,306,2,0,0
6018,59,no,yes,no,63,3,0,0
6019,35,no,yes,no,36,1,3,0
6020,29,no,yes,no,265,2,0,0
6021,33,no,no,no,235,1,0,0
6022,32,no,yes,yes,120,1,0,0
6023,50,no,no,no,199,4,0,0
6024,54,no,no,no,96,1,0,0
6025,49,no,yes,no,122,1,0,0
6026,39,no,yes,no,64,1,0,0
6027,34,no,no,no,439,2,0,0
6028,31,no,no,yes,177,1,0,0
6029,46,no,yes,no,249,5,0,0
6030,59,no,no,no,972,2,0,0
6031,32,no,yes,no,63,4,0,0
6032,39,no,yes,no,143,2,6,0
6033,54,no,yes,no,345,1,0,0
6034,33,no,no,yes,559,4,0,0
6035,59,yes,yes,no,253,2,0,0
6036,28,no,no,no,580,7,0,0
6037,48,no,yes,yes,144,1,0,0
6038,39,no,yes,yes,301,1,0,0
6039,41,no,no,yes,53,8,0,0
6040,33,no,yes,no,189,1,0,0
6041,37,no,no,no,101,3,3,0
6042,30,no,yes,no,62,1,1,0
6043,36,no,no,no,26,2,1,0
6044,53,no,no,no,16,5,0,0
6045,26,yes,yes,no,157,2,0,0
6046,59,no,no,no,225,1,0,0
6047,44,no,yes,no,712,1,0,0
6048,55,no,no,no,70,1,0,0
6049,26,no,yes,yes,103,5,0,0
6050,41,no,yes,no,268,1,1,0
6051,28,no,yes,no,298,2,0,0
6052,40,no,yes,no,134,24,0,0
6053,47,no,no,no,124,2,0,0
6054,39,no,yes,no,340,2,4,0
6055,38,no,yes,no,254,1,0,0
6056,37,no,yes,yes,404,2,6,0
6057,36,no,yes,no,747,1,0,0
6058,53,no,no,no,140,1,0,0
6059,47,no,no,no,54,3,13,0
6060,28,no,no,no,651,2,0,0
6061,32,no,yes,no,57,1,0,0
6062,25,no,yes,no,193,2,0,0
6063,39,no,yes,no,157,3,1,0
6064,60,no,no,yes,61,5,0,0
6065,39,no,no,no,97,1,0,0
6066,31,no,yes,yes,235,5,0,0
6067,45,no,no,no,135,2,0,0
6068,36,yes,no,yes,109,14,0,0
6069,44,no,yes,no,94,5,0,0
6070,33,no,no,no,251,1,0,0
6071,31,no,no,no,76,2,0,0
6072,38,no,yes,no,363,2,1,0
6073,50,no,no,no,106,3,0,0
6074,40,no,yes,no,281,1,0,0
6075,33,no,no,no,78,2,0,0
6076,42,no,yes,yes,56,4,0,0
6077,42,no,no,no,127,2,0,0
6078,33,yes,no,no,74,4,0,0
6079,40,no,no,yes,161,1,0,0
6080,52,no,no,yes,109,3,0,0
6081,49,no,no,no,189,2,0,0
6082,30,no,yes,no,648,2,0,0
6083,26,no,yes,yes,63,5,0,0
6084,40,no,no,yes,160,3,0,0
6085,30,no,yes,yes,514,1,0,0
6086,55,no,no,no,278,1,0,0
6087,48,no,no,no,520,3,3,0
6088,28,no,yes,no,217,2,0,0
6089,54,no,yes,yes,117,1,0,0
6090,36,no,no,no,344,2,0,0
6091,34,no,yes,no,365,1,1,0
6092,39,no,no,no,181,2,0,0
6093,66,no,no,no,441,2,0,0
6094,42,no,yes,no,226,2,0,0
6095,55,no,no,no,54,1,0,0
6096,85,no,no,no,140,1,0,0
6097,63,no,no,no,45,2,1,0
6098,37,no,yes,no,165,1,0,0
6099,24,no,yes,no,114,4,0,0
6100,34,no,no,no,274,2,0,0
6101,28,no,no,yes,107,2,0,0
6102,58,no,yes,yes,181,1,0,0
6103,49,no,yes,no,205,3,0,0
6104,31,no,no,no,103,1,0,0
6105,56,no,yes,no,152,2,0,0
6106,43,no,no,no,307,2,0,0
6107,32,no,yes,no,109,2,0,0
6108,55,no,no,no,127,2,0,0
6109,55,no,no,no,131,1,0,0
6110,31,no,yes,no,334,10,0,0
6111,49,no,yes,no,285,1,0,0
6112,41,no,no,yes,77,1,0,0
6113,56,no,yes,no,132,2,0,0
6114,50,no,yes,no,173,2,7,0
6115,37,no,yes,no,90,1,0,0
6116,35,no,yes,no,97,2,0,0
6117,52,no,no,no,208,1,0,0
6118,33,no,yes,no,461,2,0,0
6119,42,no,yes,no,306,1,0,0
6120,33,no,no,no,719,13,0,0
6121,35,no,yes,no,376,3,0,0
6122,28,no,no,no,140,2,0,0
6123,41,no,yes,no,894,2,2,0
6124,44,no,no,yes,269,2,0,0
6125,26,no,no,no,141,1,1,0
6126,40,no,yes,no,243,3,0,0
6127,37,no,yes,no,163,6,0,0
6128,33,no,yes,no,339,2,0,0
6129,36,no,no,no,118,5,0,0
6130,28,no,yes,yes,355,1,0,0
6131,37,no,yes,no,191,4,9,0
6132,32,no,no,no,173,2,0,0
6133,49,no,yes,no,264,2,3,0
6134,36,no,yes,no,29,4,0,0
6135,39,no,no,no,103,4,0,0
6136,34,no,yes,yes,34,2,0,0
6137,32,no,no,yes,348,1,0,0
6138,26,no,yes,no,116,1,0,0
6139,46,no,yes,yes,269,3,2,0
6140,78,no,no,no,95,1,0,0
6141,47,no,yes,yes,337,1,0,0
6142,80,no,no,no,71,1,0,0
6143,25,no,yes,no,37,1,0,0
6144,50,no,yes,no,57,1,0,0
6145,36,no,yes,no,114,1,0,0
6146,42,yes,yes,no,224,1,2,0
6147,54,no,yes,no,140,2,0,0
6148,43,no,no,no,36,2,0,0
6149,29,no,no,no,45,1,0,0
6150,36,no,yes,yes,250,3,0,0
6151,59,no,no,no,100,4,0,0
6152,47,no,yes,yes,48,1,1,0
6153,36,no,yes,yes,367,1,0,0
6154,56,no,no,no,203,1,0,0
6155,55,no,yes,no,99,2,0,0
6156,38,no,yes,no,565,1,0,0
6157,39,no,yes,no,275,2,1,0
6158,35,no,no,no,39,1,0,0
6159,54,no,no,no,73,2,0,0
6160,32,no,no,no,273,1,0,0
6161,30,no,yes,no,65,5,0,0
6162,51,no,yes,no,311,3,0,0
6163,39,no,no,no,308,7,0,0
6164,46,no,no,no,170,2,0,0
6165,33,no,yes,no,31,1,2,0
6166,34,no,yes,no,138,1,0,0
6167,33,no,no,no,106,2,0,0
6168,55,no,yes,no,193,2,0,0
6169,49,no,yes,no,162,3,0,0
6170,37,no,no,no,300,2,0,0
6171,29,no,yes,no,278,1,0,0
6172,28,no,yes,yes,174,2,0,0
6173,21,no,no,no,120,1,0,0
6174,44,no,no,yes,220,5,0,0
6175,30,no,yes,no,99,1,0,0
6176,46,no,no,no,56,1,0,0
6177,33,no,yes,yes,7,5,0,0
6178,40,no,yes,yes,319,1,0,0
6179,42,no,yes,no,882,1,0,0
6180,44,no,yes,no,40,2,0,0
6181,32,no,no,no,228,2,0,0
6182,34,no,yes,yes,123,3,0,0
6183,55,no,no,yes,69,12,0,0
6184,35,no,yes,no,102,14,0,0
6185,47,no,no,no,137,2,0,0
6186,29,no,no,no,270,1,0,0
6187,47,no,no,yes,119,6,0,0
6188,39,no,yes,no,189,2,0,0
6189,40,no,yes,no,80,3,2,0
6190,42,no,yes,yes,106,1,0,0
6191,31,no,no,no,147,2,0,0
6192,31,no,yes,yes,238,3,0,0
6193,82,no,no,no,86,3,1,0
6194,44,no,no,no,373,1,0,0
6195,32,no,yes,no,12,6,0,0
6196,40,no,yes,yes,16,8,5,0
6197,26,no,yes,no,98,1,0,0
6198,30,no,yes,no,390,1,0,0
6199,45,no,yes,yes,197,2,2,0
6200,32,no,no,no,87,2,0,0
6201,56,no,yes,no,146,1,0,0
6202,58,no,yes,no,516,4,0,0
6203,28,yes,yes,no,224,3,0,0
6204,43,no,no,no,63,8,0,0
6205,34,no,no,no,371,1,0,0
6206,40,no,yes,no,43,1,2,0
6207,31,no,yes,no,608,3,0,0
6208,28,no,yes,yes,126,2,0,0
6209,45,no,no,no,63,1,0,0
6210,33,no,yes,no,305,3,0,0
6211,42,no,yes,yes,272,3,0,0
6212,32,no,yes,no,171,2,0,0
6213,41,no,no,no,55,4,0,0
6214,32,no,no,no,209,1,0,0
6215,37,no,no,no,248,2,0,0
6216,57,no,yes,yes,47,1,0,0
6217,56,no,no,no,844,2,0,0
6218,37,no,no,no,75,1,0,0
6219,34,no,yes,no,256,9,0,0
6220,46,no,yes,no,78,1,0,0
6221,40,no,yes,no,350,2,1,0
6222,32,no,no,no,72,4,0,0
6223,28,no,yes,no,29,1,0,0
6224,46,no,no,no,142,10,0,0
6225,44,no,no,no,89,2,0,0
6226,55,no,yes,no,87,1,0,0
6227,75,no,no,no,137,1,0,0
6228,41,no,yes,no,124,1,0,0
6229,30,no,no,no,11,1,0,0
6230,33,no,yes,no,219,4,0,0
6231,43,no,yes,no,88,5,0,0
6232,49,no,yes,yes,385,1,0,0
6233,32,no,yes,no,293,3,2,0
6234,26,no,yes,no,48,3,0,0
6235,55,no,no,no,316,3,0,0
6236,46,no,yes,no,190,3,0,0
6237,31,no,yes,yes,75,2,2,0
6238,34,no,no,no,94,6,0,0
6239,37,no,yes,no,51,1,0,0
6240,29,no,yes,no,338,3,0,0
6241,24,no,yes,no,230,1,0,0
6242,46,no,no,yes,181,12,0,0
6243,41,no,yes,yes,127,3,0,0
6244,52,no,yes,yes,83,7,0,0
6245,27,no,yes,no,187,1,0,0
6246,44,no,yes,no,274,1,0,0
6247,39,no,no,no,86,1,4,0
6248,52,no,no,no,553,1,0,0
6249,77,no,no,no,511,1,0,0
6250,35,no,yes,yes,85,1,0,0
6251,49,no,no,no,174,2,0,0
6252,37,no,no,no,165,1,0,0
6253,46,no,yes,no,197,1,0,0
6254,43,no,no,no,285,1,0,0
6255,35,no,yes,no,77,1,1,0
6256,29,no,no,yes,107,1,0,0
6257,52,no,no,no,137,1,0,0
6258,55,no,yes,no,135,1,0,0
6259,33,no,yes,no,465,2,12,0
6260,40,no,no,yes,245,1,0,0
6261,39,no,yes,no,34,6,0,0
6262,61,no,yes,no,82,2,0,0
6263,63,no,no,no,61,6,0,0
6264,44,no,yes,yes,257,1,0,0
6265,52,no,yes,no,543,12,0,0
6266,58,no,no,no,161,2,0,0
6267,38,no,yes,yes,50,11,0,0
6268,51,no,yes,yes,69,1,0,0
6269,29,no,no,yes,324,1,0,0
6270,42,no,no,no,80,2,0,0
6271,56,no,no,no,270,1,0,0
6272,55,no,yes,yes,178,2,0,0
6273,43,no,yes,no,135,1,0,0
6274,27,no,yes,yes,23,1,41,0
6275,54,no,no,no,252,2,0,0
6276,25,no,yes,no,342,2,0,0
6277,33,no,yes,yes,851,4,0,0
6278,46,no,yes,no,157,3,0,0
6279,26,no,no,no,44,2,0,0
6280,30,no,no,no,198,1,0,0
6281,39,no,yes,no,203,1,0,0
6282,58,no,yes,no,219,1,2,0
6283,49,no,yes,no,349,2,0,0
6284,49,no,yes,no,1101,1,0,0
6285,43,no,no,no,290,7,0,0
6286,60,no,yes,no,343,1,3,0
6287,57,no,no,yes,177,3,0,0
6288,38,no,no,no,93,2,0,0
6289,56,no,yes,yes,152,1,3,0
6290,45,no,no,no,1735,2,0,0
6291,45,no,yes,no,623,1,0,0
6292,44,no,yes,no,401,1,0,0
6293,40,no,yes,no,167,2,0,0
6294,38,no,no,no,222,1,0,0
6295,55,no,no,no,247,1,3,0
6296,40,no,yes,no,365,1,2,0
6297,35,no,yes,yes,29,1,0,0
6298,32,no,yes,no,418,3,0,0
6299,31,no,yes,no,1438,2,0,0
6300,49,no,no,no,221,2,0,0
6301,55,no,no,yes,107,1,0,0
6302,51,no,yes,no,17,8,0,0
6303,30,no,yes,no,350,4,0,0
6304,37,no,yes,no,376,1,1,0
6305,36,no,yes,no,47,3,0,0
6306,51,no,yes,no,534,4,0,0
6307,29,no,yes,no,105,1,0,0
6308,32,no,no,no,119,8,0,0
6309,36,no,yes,no,15,1,1,0
6310,32,no,yes,yes,325,1,0,0
6311,56,no,yes,yes,65,7,0,0
6312,46,no,no,no,74,4,0,0
6313,39,no,yes,yes,133,2,0,0
6314,57,no,no,no,371,4,0,0
6315,53,no,no,no,117,2,0,0
6316,33,no,yes,yes,323,1,0,0
6317,43,no,no,no,124,1,0,0
6318,40,no,no,no,111,3,0,0
6319,44,yes,no,yes,76,3,0,0
6320,59,no,yes,no,126,5,7,0
6321,59,no,no,no,88,8,0,0
6322,28,no,yes,no,229,2,0,0
6323,26,no,yes,no,106,1,0,0
6324,59,no,no,no,124,1,0,0
6325,78,no,no,no,143,3,1,0
6326,33,no,yes,no,227,2,0,0
6327,38,no,yes,no,91,1,0,0
6328,35,no,yes,no,484,4,0,0
6329,30,no,yes,no,119,3,0,0
6330,31,no,no,no,151,1,0,0
6331,35,no,no,no,205,8,0,0
6332,45,no,no,no,133,7,0,0
6333,40,no,yes,yes,598,3,0,0
6334,50,no,no,no,271,2,0,0
6335,29,no,yes,no,127,1,0,0
6336,41,no,yes,no,137,1,0,0
6337,44,no,no,no,158,2,0,0
6338,29,no,no,no,333,1,0,0
6339,49,no,yes,yes,67,3,0,0
6340,30,no,no,no,301,1,2,0
6341,37,no,yes,no,548,2,0,0
6342,52,no,no,yes,147,1,0,0
6343,30,no,no,no,111,4,0,0
6344,40,no,yes,no,94,5,17,0
6345,33,no,yes,no,124,1,2,0
6346,34,no,yes,no,301,1,0,0
6347,33,no,yes,no,132,1,0,0
6348,35,no,no,no,556,3,0,0
6349,54,no,no,yes,47,1,6,0
6350,32,no,yes,no,391,1,0,0
6351,32,no,yes,no,357,3,0,0
6352,44,no,no,yes,138,2,11,0
6353,53,no,no,no,13,5,0,0
6354,53,no,no,no,59,2,0,0
6355,40,no,no,no,333,1,3,0
6356,29,no,no,no,249,1,0,0
6357,36,no,yes,no,565,4,0,0
6358,40,no,yes,no,109,1,0,0
6359,58,no,yes,no,243,3,0,0
6360,34,no,yes,yes,129,1,0,0
6361,60,no,yes,no,196,1,0,0
6362,23,no,no,no,162,7,0,0
6363,59,no,no,no,790,1,0,0
6364,42,no,no,no,61,2,0,0
6365,50,no,no,no,232,3,3,0
6366,31,no,yes,no,12,2,0,0
6367,31,no,no,no,69,2,0,0
6368,28,no,yes,no,121,1,0,0
6369,56,no,yes,no,353,2,4,0
6370,23,no,no,no,471,2,0,0
6371,30,no,yes,no,142,2,0,0
6372,54,no,no,no,159,2,6,0
6373,35,no,yes,no,211,4,0,0
6374,29,no,yes,no,328,1,0,0
6375,48,no,no,no,62,1,0,0
6376,43,no,yes,no,119,1,0,0
6377,40,no,no,no,58,7,0,0
6378,38,no,yes,no,144,2,0,0
6379,30,no,no,no,7,2,0,0
6380,60,no,no,no,583,3,0,0
6381,31,no,yes,no,230,1,0,0
6382,28,no,yes,no,176,1,0,0
6383,31,no,no,no,222,1,2,0
6384,48,no,no,no,75,2,0,0
6385,36,no,no,no,9,3,0,0
6386,41,no,no,no,159,2,0,0
6387,35,no,no,no,4,1,2,0
6388,51,no,yes,yes,301,6,0,0
6389,35,no,yes,no,14,1,0,0
6390,51,no,yes,no,33,2,0,0
6391,56,no,no,no,210,3,0,0
6392,59,no,no,yes,127,3,0,0
6393,27,no,yes,no,97,1,1,0
6394,48,no,yes,no,107,3,0,0
6395,24,no,yes,yes,76,3,0,0
6396,56,no,yes,yes,98,2,0,0
6397,34,no,no,no,265,2,0,0
6398,35,no,no,yes,114,2,0,0
6399,57,no,no,no,157,5,0,0
6400,30,no,yes,no,768,2,0,0
6401,40,no,yes,no,154,2,0,0
6402,48,no,no,yes,134,4,0,0
6403,35,no,yes,no,61,1,0,0
6404,46,no,yes,no,380,4,0,0
6405,30,no,yes,no,239,2,0,0
6406,37,no,yes,no,242,3,0,0
6407,30,no,yes,no,756,1,0,0
6408,46,no,yes,no,236,1,0,0
6409,43,no,yes,no,221,2,0,0
6410,40,no,yes,no,135,6,5,0
6411,34,no,yes,yes,272,1,1,0
6412,43,no,yes,no,668,2,0,0
6413,31,no,yes,no,224,2,0,0
6414,37,no,yes,no,944,3,0,0
6415,49,no,no,yes,920,2,0,0
6416,38,no,yes,yes,354,1,0,0
6417,27,no,yes,yes,466,3,0,0
6418,35,no,yes,no,114,3,0,0
6419,47,no,no,no,144,1,0,0
6420,56,no,yes,yes,118,1,0,0
6421,26,no,yes,yes,90,2,0,0
6422,29,no,yes,yes,215,1,0,0
6423,53,no,no,no,146,4,0,0
6424,38,no,yes,no,379,1,0,0
6425,33,no,no,yes,545,3,0,0
6426,30,no,yes,no,149,2,0,0
6427,36,no,yes,no,52,4,0,0
6428,37,no,no,no,9,1,0,0
6429,60,no,no,yes,124,1,0,0
6430,48,no,yes,no,350,2,0,0
6431,32,no,no,yes,162,2,0,0
6432,31,no,no,no,206,1,0,0
6433,54,no,no,yes,307,3,0,0
6434,31,no,no,no,184,1,0,0
6435,31,no,yes,no,25,22,0,0
6436,29,no,yes,no,19,2,0,0
6437,23,no,no,no,165,2,0,0
6438,51,no,no,no,470,2,2,0
6439,32,no,no,no,410,2,2,0
6440,48,no,no,no,77,6,0,0
6441,32,no,yes,no,35,3,0,0
6442,44,no,no,no,232,2,0,0
6443,35,no,yes,yes,86,4,0,0
6444,46,yes,no,no,51,3,0,0
6445,31,no,no,no,249,3,0,0
6446,31,no,yes,no,214,4,0,0
6447,36,no,yes,yes,118,2,0,0
6448,35,no,yes,no,312,2,0,0
6449,35,no,yes,no,114,5,0,0
6450,36,no,no,no,174,2,0,0
6451,52,no,yes,no,62,2,1,0
6452,27,no,yes,no,294,1,0,0
6453,47,no,yes,no,51,1,1,0
6454,43,no,no,no,125,1,0,0
6455,41,no,no,no,272,1,0,0
6456,18,no,no,no,143,2,0,0
6457,45,no,no,yes,1148,2,0,0
6458,41,no,no,no,411,2,8,0
6459,34,no,yes,no,218,1,0,0
6460,46,no,yes,no,151,3,0,0
6461,38,no,yes,no,126,2,0,0
6462,23,no,yes,no,349,2,0,0
6463,73,no,no,no,107,5,0,0
6464,41,no,yes,no,151,1,0,0
6465,43,no,no,no,155,2,0,0
6466,51,no,no,no,212,2,0,0
6467,45,no,no,no,63,2,0,0
6468,47,no,no,no,127,1,0,0
6469,35,no,yes,no,119,2,0,0
6470,38,no,no,yes,102,1,0,0
6471,31,no,no,yes,266,1,0,0
6472,49,no,yes,no,105,1,0,0
6473,29,no,no,no,197,3,0,0
6474,39,no,yes,no,102,2,0,0
6475,41,no,yes,no,102,3,0,0
6476,34,no,no,no,329,1,3,0
6477,39,no,yes,no,561,4,3,0
6478,78,no,no,no,129,2,0,0
6479,33,no,no,no,134,1,1,0
6480,59,no,yes,no,584,2,0,0
6481,52,no,no,no,517,4,0,0
6482,35,no,yes,no,171,2,0,0
6483,43,yes,yes,no,163,2,0,0
6484,43,no,no,no,75,2,0,0
6485,36,no,yes,no,101,2,0,0
6486,36,no,yes,no,432,1,0,0
6487,45,no,no,no,437,1,0,0
6488,47,no,yes,no,114,1,0,0
6489,38,yes,no,yes,126,3,0,0
6490,45,no,yes,yes,118,4,0,0
6491,33,no,no,no,295,2,0,0
6492,38,no,no,no,220,3,0,0
6493,36,no,no,no,52,3,0,0
6494,38,no,yes,no,21,1,0,0
6495,34,no,no,no,90,3,3,0
6496,32,no,yes,yes,908,3,7,0
6497,49,yes,yes,no,114,1,0,0
6498,37,no,no,no,158,3,1,0
6499,47,no,no,no,200,4,0,0
6500,28,no,yes,yes,130,3,0,0
6501,29,no,yes,yes,489,1,0,0
6502,30,no,no,yes,187,2,0,0
6503,34,no,yes,no,43,2,0,0
6504,39,no,yes,no,130,1,0,0
6505,26,no,yes,no,141,1,0,0
6506,38,no,yes,yes,73,7,0,0
6507,47,no,yes,no,183,1,0,0
6508,61,no,no,no,180,1,0,0
6509,35,no,no,no,125,2,0,0
6510,34,no,yes,no,30,4,0,0
6511,34,no,yes,no,252,2,0,0
6512,56,no,yes,no,43,8,5,0
6513,47,no,yes,no,323,1,0,0
6514,36,no,no,no,339,3,0,0
6515,43,no,no,no,196,1,0,0
6516,51,no,yes,no,415,8,0,0
6517,40,no,yes,no,274,2,0,0
6518,38,no,no,no,325,3,0,0
6519,34,no,yes,no,654,1,0,0
6520,47,no,no,no,28,1,0,0
6521,57,no,no,no,121,1,0,0
6522,35,no,no,no,89,1,2,0
6523,45,no,yes,no,107,3,0,0
6524,55,no,no,yes,305,2,0,0
6525,54,no,no,no,106,1,0,0
6526,39,no,yes,no,208,2,0,0
6527,58,no,no,no,162,1,0,0
6528,31,no,yes,no,414,5,3,0
6529,35,no,yes,no,593,2,0,0
6530,45,no,yes,yes,46,4,0,0
6531,44,no,yes,no,681,3,0,0
6532,57,no,no,no,11,11,0,0
6533,41,no,no,no,55,2,0,0
6534,42,no,yes,no,333,2,0,0
6535,49,no,no,no,91,3,0,0
6536,52,no,no,yes,96,4,0,0
6537,57,no,yes,no,23,2,0,0
6538,29,no,yes,no,164,2,0,0
6539,34,no,yes,no,351,1,0,0
6540,36,no,yes,no,267,1,2,0
6541,39,no,no,no,303,2,0,0
6542,53,no,no,no,112,1,0,0
6543,40,no,yes,no,161,1,0,0
6544,38,no,yes,no,166,2,0,0
6545,34,no,yes,no,237,1,0,0
6546,40,no,yes,yes,226,2,0,0
6547,39,no,yes,no,185,2,0,0
6548,51,no,yes,no,126,2,7,0
6549,33,no,no,no,524,2,0,0
6550,59,no,yes,no,273,1,0,0
6551,30,no,no,no,194,2,0,0
6552,61,no,no,no,1092,1,0,0
6553,24,no,yes,no,209,1,1,0
6554,36,no,no,no,67,5,0,0
6555,34,no,yes,no,87,3,0,0
6556,47,no,yes,yes,99,2,7,0
6557,40,no,no,no,22,2,0,0
